,,,,CA,NCA,PQA,
,,,,Industrial,Industrial,Industrial,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total 
273,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PATTUCHENNVRU,0,0,,0
274,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,LOLINGABHADRA,0,0,,0
275,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,YEGUVAMENDANGI,0,0,,0
276,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DONKALA VELAGAVALASA,0,0,,0
277,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,PANASALA VALASA,0,0,,0
278,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MAVUDI,0,0,,0
279,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KOTTUPARUVU,0,0,,0
280,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,DIGUVAMENDANGI,0,0,,0
281,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,NIMMALAPADU,0,0,,0
282,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KEERAPADU,0,0,,0
283,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,SIKHAPARUVU,0,0,,0
284,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BARNAGUDA,0,0,,0
285,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MUDAKARU,0,0,,0
286,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KOTIYA,0,0,,0
287,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,YEGUVASEMBI,0,0,,0
288,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KUDAKARU,0,0,,0
289,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,TEENUSAMANTHAVALASA,0,0,,0
290,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,BUTALAKARRIVALASA,0,0,,0
291,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,KANDULAPADAM,0,0,,0
292,02 -  F - 06 - 06,VZM_NAG_SVMK_GOMUKHI,MUCHERLAVALASA,0,0,,0
293,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDDIMPETA,0,0,,0
294,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,POLINAIDUVALASA,0,0,,0
295,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDDURU,0,0,,0
296,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,RAOPALLE,0,0,,0
297,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KOTHAPALLE,0,0,,0
298,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SIRLAM,0,0,,0
299,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KOTHAVALASA,0,0,,0
300,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GEDDALUPPI,0,0,,0
301,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,AJJADA,0,0,,0
302,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,MURAGADAM,0,0,,0
303,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHAKARAPALLI AGRAHARAM,0,0,,0
304,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GOWRIPURAM,0,0,,0
305,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,ULLIBHADRA,0,0,,0
306,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SEETHARAMPURAM,0,0,,0
307,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KONKADIVARAM,0,0,,0
308,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SIVAAMPURAM(NEAR D.VALA,0,0,,0
309,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,DALAIVALASA,0,0,,0
310,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GOTTIVALASA,0,0,,0
311,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,HIKKIMVALASA,0,0,,0
312,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,UDDAVOLU,0,0,,0
313,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHINAGUDABA,0,0,,0
314,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDAGUDABA,0,0,,0
315,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,RAYINDORAVALASA,0,0,,0
316,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VALLARIGUDABA,0,0,,0
317,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BURADA VENKATAPURAM,0,0,,0
318,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GARUGUBILLI,0,0,,0
319,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SIVARAMPURAM NEAR PEDDU,0,0,,0
320,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SANGAMVALASA,0,0,,0
321,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KORE,0,0,,0
322,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,APPANDORAVALASA,0,0,,0
323,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GANGARAJAPURAM,0,0,,0
324,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHINABONDAPALLE,0,0,,0
325,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NISSANKAPURAM,0,0,,0
326,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GANGAPURAM,0,0,,0
327,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KAVITIBHADRA,0,0,,0
328,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,DOGGAVANIMULAGA,0,0,,0
329,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,MULAGA,0,0,,0
330,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHALAMVALASA,0,0,,0
331,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,DOKISEELA,0,0,,0
332,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BUDURUVADA,0,0,,0
333,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,ADARU,0,0,,0
334,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,LAKSHMIPURAM,0,0,,0
335,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAMADALA,0,0,,0
336,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,TALLABURIDI,0,0,,0
337,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SUDIGAM,0,0,,0
338,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDABONDAPALLE,0,0,,0
339,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NARSIPURAM,0,0,,0
340,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BALAGUDABA,0,0,,0
341,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAGANNADHARAJAPURAM,0,0,,0
342,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VENKATARAIDUPETA,0,0,,0
343,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VISWAMBARAPURAM,0,0,,0
344,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,HARIPURAMKARADAVALASA,0,0,,0
345,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PUTTURU,0,0,,0
346,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,LATCHIRAJUPETA,0,0,,0
347,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BANDALUPPI,0,0,,0
348,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PULIGUMMI,0,0,,0
349,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAMMADIVALASA,0,0,,0
350,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,ANTIVALASA,0,0,,0
351,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,REPATIVALASA,0,0,,0
352,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GUTCHIMI,0,0,,0
353,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SURAMPETA,0,0,,0
354,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,MARIPIVALASA,0,0,,0
355,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,CHINNARAYUDUPETA,0,0,,0
356,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,IPPALAVALASA,0,0,,0
357,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PAPAMMAVALASA,0,0,,0
358,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NIDAGALLU,0,0,,0
359,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JAGANNADHAPURAM,0,0,,0
360,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,GANGARAJAPURAM,0,0,,0
361,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,KRISHNARAYAPURAM,0,0,,0
362,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,SUMITRAPURAM,0,0,,0
363,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDANKALAM,0,0,,0
364,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,VENKATAPURAM,0,0,,0
365,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,NEELAKANTAPURAM,0,0,,0
366,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,BUDDIPETA,0,0,,0
367,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,JOGAMPETA,0,0,,0
368,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,PEDABHOGILA,0,1,,1
369,02 - F -  06 - 07,VZM_NAG_SVMK_SEETHANAGARAM,LAKSHMIPURAM,0,0,,0
370,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,TUMARADA,0,0,,0
371,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PALAGARA,0,0,,0
372,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KURMANADHAPURAM,0,0,,0
373,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,CHILKALAPALLE,0,0,,0
374,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NARAMPETA,0,0,,0
375,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PEDAPENKI,0,0,,0
376,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,JANARDHANAPURAM,0,0,,0
377,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KHINTHALIVANIPETA,0,0,,0
378,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KOMATIPALLE (N) BOBBILI,0,0,,0
379,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PIRIDI,0,0,,0
380,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KRISHNAPURAM,0,0,,0
381,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,JAGANNADHAPURAM(N)BOBBI,0,0,,0
382,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PATHABOBBILI (RURAL),0,0,,0
383,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MALLAMPETA,0,0,,0
384,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GOLLAPALLE,0,0,,0
385,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,YEMBANAVALASA,0,0,,0
386,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KARADA,0,0,,0
387,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,ALAJANGI,0,0,,0
388,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,RANGARAYAPURAM,0,0,,0
389,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PENTA,0,0,,0
390,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BURJAVALASANEAR M.VALSA,0,0,,0
391,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GORLESEETHARAMPURAM,0,0,,0
392,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PARADHI,0,0,,0
393,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PARANNAVALASA,0,0,,0
394,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GADELAVALASA,0,0,,0
395,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,JANUMALLUVALASA,0,0,,0
396,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,LATCHAYYAPETA,0,0,,0
397,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SUBHADRA,0,0,,0
398,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BARLI,0,0,,0
399,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NOOKALAVADA,0,0,,0
400,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BHAIRIPURAM,0,0,,0
401,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,AMPAVILLI,0,0,,0
402,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,VENGALARAYAPURAM,0,0,,0
403,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,LINGAMVALASA,0,0,,0
404,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KALAVARAI AGRAHARAM,0,0,,0
405,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,VAKADAVALASA,0,0,,0
406,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,CHINTADA,0,0,,0
407,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PAKKI,0,0,,0
408,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,RAMUDUVALASA,0,0,,0
409,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SIVADAVALASA,0,0,,0
410,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KONDADEVUPALLE,0,0,,0
411,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KAMMAVALASA,0,0,,0
412,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MUTTAVALASA,0,0,,0
413,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,DONGURUVALASA,0,0,,0
414,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BHUBANDARAVALASA,0,0,,0
415,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,METTAVALASA,0,0,,0
416,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GUNNATHOTAVALASA,0,0,,0
417,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PANUKUVALASA(N)M.VAKASA,0,0,,0
418,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,V.RAMPURAM NER.M.VALASA,0,0,,0
419,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NARAYANAPPAVALASA,0,0,,0
420,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KASIDORAVALASA,0,0,,0
421,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GOLLAPETA,0,0,,0
422,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,APPALARAJUPETA,0,0,,0
423,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SEETHARAMPURAM,0,0,,0
424,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KANAPALABANDA,0,0,,0
425,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KARADAVALASA,0,0,,0
426,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,DAGARAVALASA,0,0,,0
427,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KARASUVALASA,0,0,,0
428,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KOTHAVALASA,0,0,,0
429,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,GURUVINAYUNI PEDAVALASA,0,0,,0
430,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KONDAKARAKAVALASA@J.VAR,0,0,,0
431,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KODUKARAKAVALASA,0,0,,0
432,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,NARLAVALASA,0,0,,0
433,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PEDAPADAMMUTTA,0,0,,0
434,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MIRTIVALASA,0,0,,0
435,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BAGUVALASA,0,0,,0
436,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PUROHITUNIVALASA,0,0,,0
437,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,VALLAPURAM,0,0,,0
438,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PEDAPADAM,0,0,,0
439,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,MUGADAVALASA,0,0,,0
440,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,PAKEERUNAYUNIBODDAVALAS,0,0,,0
441,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,KURMARAJUPETA,0,0,,0
442,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,CHANDRAPPAVALASA,0,0,,0
443,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,TENTUBODDAVALASA,0,0,,0
444,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,DEVUBUTCHAMMAPETA,0,0,,0
445,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BORABANDA,0,0,,0
446,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,BHAVANIPURAM,0,0,,0
447,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,SIVARAMPURAM,0,0,,0
448,02 -  F -06 - 11,VZM_NAG_VEG_BOBBILI,S.R.PURAM (N) SUBHADRA,0,0,,0
449,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,CHERUKUPALLE,0,0,,0
450,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PANUKUVALASA,0,0,,0
451,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PANASAPEDDI KONAVALASA,0,0,,0
452,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,VISWANADHAPURAM,0,0,,0
453,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KARRIVALASA,0,0,,0
454,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PACHIPENTA,0,0,,0
455,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KUNAMBANDAVALASA,0,0,,0
456,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,THOTAVALASA,0,0,,0
457,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GARLAVALASA,0,0,,0
458,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,JEEGIRAM,0,0,,0
459,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,BANGARAMMAPETA,0,0,,0
460,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GUMADAM,0,0,,0
461,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,SALUR,0,0,,0
462,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,NELIPARTI,0,0,,0
463,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,AJURU,0,0,,0
464,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KANKANAPALLE,0,0,,0
465,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KUMBIVALASA,0,0,,0
466,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,CHAKIREVUVALSA,0,0,,0
467,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,BOBBILIVALASA,0,0,,0
468,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GAVARAMPETA,0,0,,0
469,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PEDDAVALASA,0,0,,0
470,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PADMAPURAM,0,0,,0
471,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KOTTAVALASA,0,0,,0
472,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,MIRTHIVALASA,0,0,,0
473,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KOTIKIPENTA,0,0,,0
474,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,MALLAPURAJUPETA,0,0,,0
475,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,GARELLAVALASA,0,0,,0
476,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,ALURU,0,0,,0
477,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KESALI,0,0,,0
478,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,KUNTAMBADEVALASA,0,0,,0
479,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,PARTHAPURAM,0,0,,0
480,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,ADARIPADU,0,0,,0
481,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,MODUGA,0,0,,0
482,02 - F - 06 - 10,VZM_NAG_VEG_PEDDAGEDDA,TURAIPADU,0,0,,0
483,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GOLLADI,0,0,0,0
484,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BHEEMAVARAM,0,0,0,0
485,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,PALTHERU,0,0,0,0
486,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,ANAVARAM,0,0,0,0
487,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,PINAPENKI,0,0,0,0
488,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,J.R.RAYAPURAM@KUNKUVANI,0,0,0,0
489,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BHOJARAJUPURAM,0,0,0,0
490,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BUTCHAMPETA,0,0,0,0
491,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GOPALAKRISHNA R.PURAM,0,0,0,0
492,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,P.VENKAMPETA,0,0,0,0
493,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,REJERU,0,0,0,0
494,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,VADADA,0,0,0,0
495,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KOTIPALLE,0,0,0,0
496,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GUDEPUVALASA,0,0,0,0
497,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,MALLAMPETA,0,0,0,0
498,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,PUDIVALASA,0,0,0,0
499,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,MUGADA,0,0,0,0
500,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BADANGI,0,0,0,0
501,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KAMANNAVALASA,0,0,0,0
502,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,AKULAKATTA,0,0,0,0
503,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,D.VENKAYYAPETA,0,0,0,0
504,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KONDAPURAM,0,0,0,0
505,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,VANTARAM,0,0,0,0
506,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GANGADA,0,0,0,0
507,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,RANGASAIPURAM,0,0,0,0
508,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,NARAMNNAIDUVALASA,0,0,0,0
509,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,SRI RANGARAJAPURAM,0,0,0,0
510,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GALAVILLI,0,0,0,0
511,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BANKURUVALASA,0,0,0,0
512,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,PULIGUMMI,0,0,0,0
513,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,SYAMAYAVALASA,0,0,0,0
514,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,UTTARAVILLI,0,0,0,0
515,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,RAVIVALASA(NEAR MUDIDAM,0,0,0,0
516,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,POTTEDUVALASA,0,0,0,0
517,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,RACHAGUMADAM,0,0,0,0
518,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,BHEEMAVARAM,0,0,0,0
519,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,GOLLALAVALASA,0,0,0,0
520,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,SIRIDEVIPURAM,0,0,0,0
521,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,ROMPALLE,0,0,0,0
522,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,RAMABHADRAPURAM,0,0,0,0
523,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,TARAPURAM,0,0,0,0
524,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,JANNIVALASA,0,0,0,0
525,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,SMARTHULACHINTHALAVALAS,0,0,0,0
526,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,SOMPURAM,0,0,0,0
527,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,ITLAMAMIDIPALLE,0,0,0,0
528,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,NANDABALAGA,0,0,0,0
529,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KUSUMURU,0,0,0,0
530,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,RAMANNA AGRAHARAM,0,0,0,0
531,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,NANDIGAM,0,0,0,0
532,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,ANTLAVARA,0,0,0,0
533,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KORATAM,0,0,0,0
534,02 - F -  06 - 12,VZM_NAG_VEG_THERLAM,KOLLIVALASA,0,0,0,0
